Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,Traffic Total,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Order volumes total,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Marketing_campagne_cat,Multi-cat_type,Spc dag pos aanloop,Spc dag pos,Spc dag neg,TV,Radio,ATL - Media
27-Oct-10,Woensdag,5742,,,14639,,,,1494.85,3321,10310,,,,,,,,,,,
28-Oct-10,Donderdag,5487,,,13907,,,,1288.74,3032,10384,,,,,,,,,,,
29-Oct-10,Vrijdag,4280,,,11137,,,,1068.53,2516,7801,,,,,,,,,,,
30-Oct-10,Zaterdag,2769,,,8844,,,,918.27,2046,5069,,,,,,,,,,,
31-Oct-10,Zondag,4716,,,12292,,,,1400.17,3141,9220,,,,,,,,,,,
1-Nov-10,Maandag,5591,,,13772,,,,1471.12,3374,10384,,,,,,,,,,,
2-Nov-10,Dinsdag,5220,,,14380,,,,1542.93,3616,9848,,,,,,,,,,,
3-Nov-10,Woensdag,5550,,,17535,,,,1414.93,3223,9745,,,,,,,,,,,
4-Nov-10,Donderdag,5082,,,20766,,,,1320.41,3067,9013,,,,,,,,,,,
5-Nov-10,Vrijdag,4419,,,13579,,,,1280.01,2879,7802,,,,,,,,,,,
6-Nov-10,Zaterdag,2756,,,10238,,,,975.58,2253,5052,,,,,,,,,,,
7-Nov-10,Zondag,4367,,,13839,,,,1443.94,3204,7944,,,,,,,,,,,
8-Nov-10,Maandag,5866,,,16601,,,,1412.5,4026,10525,,,,,,,,,,,
9-Nov-10,Dinsdag,5233,,,17220,,,,1440.9,3736,9202,,,,,,,,,,,
10-Nov-10,Woensdag,5486,,,18245,,,,1479.31,3613,9126,,,,,,,,,,,
11-Nov-10,Donderdag,4948,,,18863,,,,1346.63,3316,7780,,,,,,,,,,,
12-Nov-10,Vrijdag,6395,,,22143,,,,1062.26,3035,9955,,,,,,,,,,,
13-Nov-10,Zaterdag,3673,,,16055,,,,891.37,2480,5596,,,,,,,,,,,
14-Nov-10,Zondag,5399,,,19517,,,,1312.77,3600,8773,,,,,,,,,,,
15-Nov-10,Maandag,5758,,,21512,,,,1470.85,4053,9708,,,,,,,,,,,
16-Nov-10,Dinsdag,5284,,,18648,,,,1280.94,3725,8587,,,,,,,,,,,
17-Nov-10,Woensdag,5968,,,21658,,,,1318.24,4021,10132,,,,,,,,,,,
18-Nov-10,Donderdag,5230,,,18112,,,,1165.06,3561,8941,,,,,,,,,,,
19-Nov-10,Vrijdag,4395,,,16357,,,,1019.08,3161,7038,,,,,,,,,,,
20-Nov-10,Zaterdag,2494,,,14048,,,,888.47,2614,4249,,,,,,,,,,,
21-Nov-10,Zondag,4225,,,15871,,,,1156.51,3392,7601,,,,,,,,,,,
22-Nov-10,Maandag,5944,,,24353,,,,1301.02,3823,10528,,,,,,,,,,,
23-Nov-10,Dinsdag,5921,,,21271,,,,1266.91,3798,9978,,,,,,,,,,,
24-Nov-10,Woensdag,4630,,,16079,,,,1264.37,3609,7569,,,,,,,,,,,
25-Nov-10,Donderdag,4263,,,14467,,,,1339.03,3549,7390,,,,,,,,,,,
26-Nov-10,Vrijdag,3788,,,13028,,,,1181.6,3025,6804,,,,,,,,,,,
27-Nov-10,Zaterdag,2382,,,10027,,,,924.89,2454,4994,,,,,,,,,,,
28-Nov-10,Zondag,4124,,,13309,,,,1202.62,3141,8459,,,,,,,,,,,
29-Nov-10,Maandag,7894,,,22067,,,,1438.24,4440,12211,,,,,,,,,,,
30-Nov-10,Dinsdag,11629,,,26657,,,,1271.65,3777,17621,,,,,,,,,,,
1-Dec-10,Woensdag,7950,,,20874,,,,1395.01,3980,13298,,,,,,,,,,,
2-Dec-10,Donderdag,6377,,,16766,,,,1336.68,3880,11316,,,,,,,,,,,
3-Dec-10,Vrijdag,5464,,,15184,,,,1141.95,2737,9951,,,,,,,,,,,
4-Dec-10,Zaterdag,3554,,,18041,,,,1182.2,3508,7938,,,,,,,,,,,
5-Dec-10,Zondag,5091,,,18755,,,,941.73,2051,12810,,,,,,,,,,,
6-Dec-10,Maandag,6125,,,23579,,,,1668.08,5558,14420,,,,,,,,,,,
7-Dec-10,Dinsdag,6156,,,39019,,,,1646.49,5403,20909,,,,,,,,,,,
8-Dec-10,Woensdag,5380,,,38043,,,,2126.56,6701,20142,,,,,,,,,,,
9-Dec-10,Donderdag,5431,,,43368,,,,2078.1,6256,20035,,,,,,,,,,,
10-Dec-10,Vrijdag,4867,,,38335,,,,1792.07,5377,18130,,,,,,,,,,,
11-Dec-10,Zaterdag,3369,,,25685,,,,1743.28,4608,15785,,,,,,,,,,,
12-Dec-10,Zondag,5808,,,34997,,,,1962.85,5635,28719,,,,,,,,,,,
13-Dec-10,Maandag,7702,,,45055,,,,2377.21,6280,31681,,,,,,,,,,,
14-Dec-10,Dinsdag,7031,,,36977,,,,2583.14,5313,29930,,,,,,,,,,,
15-Dec-10,Woensdag,7043,,,33231,,,,3224.35,5715,31877,,,,,,,,,,,
16-Dec-10,Donderdag,7473,,,34232,,,,3360.51,6504,31987,,,,,,,,,,,
17-Dec-10,Vrijdag,6911,,,33209,,,,3059.71,5673,30223,,,,,,,,,,,
18-Dec-10,Zaterdag,5159,,,27542,,,,2942.35,5274,26470,,,,,,,,,,,
19-Dec-10,Zondag,9614,,,40672,,,,3300.88,6518,53879,,,,,,,,,,,
20-Dec-10,Maandag,10397,,,39218,,,,3659.56,7595,47719,,,,,,,,,,,
21-Dec-10,Dinsdag,9297,,,35643,,,,3387.06,7119,38194,,,,,,,,,,,
22-Dec-10,Woensdag,9789,,,39765,,,,2817.34,6856,35340,,,,,,,,,,,
23-Dec-10,Donderdag,5976,,,29714,,,,2409.63,5502,20914,,,,,,,,,,,
24-Dec-10,Vrijdag,2684,,,19989,,,,2370.59,4705,9457,,,,,,,,,,,
25-Dec-10,Zaterdag,1284,,,10671,,,,1686.29,2992,3564,,,,,,,,,,,
26-Dec-10,Zondag,2076,,,10726,,,,1744.03,2763,5187,,,,,,,,,,,
27-Dec-10,Maandag,5686,,,20636,,,,2108.84,3945,13210,,,,,,,,,,,
28-Dec-10,Dinsdag,6420,,,20671,,,,1869.29,3797,15825,,,,,,,,,,,
29-Dec-10,Woensdag,5417,,,16115,,,,1864.6,3526,13995,,,,,,,,,,,
30-Dec-10,Donderdag,4427,,,13905,,,,1523.62,3026,11330,,,,,,,,,,,
31-Dec-10,Vrijdag,2111,,,9867,,,,1254.66,2423,4882,,,,,,,,,,,
1-Jan-11,Zaterdag,2354,,,7996,,,,443.69,725,4924,,,,,,,,,,,
2-Jan-11,Zondag,4876,,,12546,,,,1661.58,3032,10856,,,,,,,,,,,
3-Jan-11,Maandag,6028,,,14334,,,,1687.95,3132,10618,,,,,,,,,,,
4-Jan-11,Dinsdag,5495,,,13537,,,,1470.75,3423,9611,,,,,,,,,,,
5-Jan-11,Woensdag,5322,,,12909,,,,1440.82,3217,9689,,,,,,,,,,,
6-Jan-11,Donderdag,5020,,,12534,,,,1344.08,3111,9887,,,,,,,,,,,
7-Jan-11,Vrijdag,4534,,,11435,,,,1307.69,2830,7462,,,,,,,,,,,
8-Jan-11,Zaterdag,2668,,,8810,,,,1195.43,2447,5088,,,,,,,,,,,
9-Jan-11,Zondag,4221,,,11124,,,,1394.52,2950,7761,,,,,,,,,,,
10-Jan-11,Maandag,6114,,,14789,,,,1402.6,3343,10419,,,,,,,,,,,
11-Jan-11,Dinsdag,5647,,,14681,,,,1352.63,3258,9672,,,,,,,,,,,
12-Jan-11,Woensdag,5494,,,15407,,,,1348.93,3344,8962,,,,,,,,,,,
13-Jan-11,Donderdag,4780,,,12783,,,,1248.14,3018,8042,,,,,,,,,,,
14-Jan-11,Vrijdag,4534,,,11909,,,,1180.09,2886,7567,,,,,,,,,,,
15-Jan-11,Zaterdag,2600,,,8728,,,,1014.81,2072,4648,,,,,,,,,,,
16-Jan-11,Zondag,4045,,,11093,,,,1119.36,2408,7310,,,,,,,,,,,
17-Jan-11,Maandag,5710,,,13597,,,,1321.92,3095,9376,,,,,,,,,,,
18-Jan-11,Dinsdag,5271,,,13020,,,,1344.13,3162,8734,,,,,,,,,,,
19-Jan-11,Woensdag,5020,,,11996,,,,1301.14,3269,8540,,,,,,,,,,,
20-Jan-11,Donderdag,5169,,,12923,,,,1233.92,3045,8116,,,,,,,,,,,
21-Jan-11,Vrijdag,4839,,,12201,,,,1146.74,2796,7839,,,,,,,,,,,
22-Jan-11,Zaterdag,2743,,,9049,,,,1064.4,2346,4775,,,,,,,,,,,
23-Jan-11,Zondag,4565,,,11940,,,,1243.29,3031,8337,,,,,,,,,,,
24-Jan-11,Maandag,7266,,,22313,,,,1443.7,3682,11362,,,,,,,,,,,
25-Jan-11,Dinsdag,6342,,,18129,,,,1349.58,3378,10414,,,,,,,,,,,
26-Jan-11,Woensdag,5985,,,15784,,,,1368.17,3446,9300,,,,,,,,,,,
27-Jan-11,Donderdag,5336,,,13323,,,,1294.6,3214,8790,,,,,,,,,,,
28-Jan-11,Vrijdag,4772,,,12131,,,,1164.3,2929,7340,,,,,,,,,,,
29-Jan-11,Zaterdag,3011,,,9362,,,,1062.94,2407,5088,,,,,,,,,,,
30-Jan-11,Zondag,5096,,,12859,,,,1214.67,3048,8430,,,,,,,,,,,
31-Jan-11,Maandag,9623,,,24123,,,,1525.03,4429,14380,,,,,,,,,,,
1-Feb-11,Dinsdag,9326,,,26827,,,,1781.71,5253,14007,,,,,,,,,,,
2-Feb-11,Woensdag,7482,,,22323,,,,1805.76,5682,11721,,,,,,,,,,,
3-Feb-11,Donderdag,7978,,,26296,,,,1712.54,4859,12009,,,,,,,,,,,
4-Feb-11,Vrijdag,8234,,,29447,,,,1572.36,4300,12402,,,,,,,,,,,
5-Feb-11,Zaterdag,4340,,,19718,,,,1491.06,3865,7228,,,,,,,,,,,
6-Feb-11,Zondag,6540,,,23590,,,,1680.29,4875,10852,,,,,,,,,,,
7-Feb-11,Maandag,10823,,,48912,,,,2141.28,6636,16682,,,,,,,,,,,
8-Feb-11,Dinsdag,11734,,,40717,,,,2041.39,5870,17426,,,,,,,,,,,
9-Feb-11,Woensdag,13717,,,40680,,,,2083.52,5711,19771,,,,,,,,,,,
10-Feb-11,Donderdag,18267,,,49764,,,,2084.34,5680,26159,,,,,,,,,,,
11-Feb-11,Vrijdag,22366,,,62216,,,,2025.67,5935,30375,,,,,,,,,,,
12-Feb-11,Zaterdag,21002,,,50312,,,,1945.74,5825,27912,,,,,,,,,,,
13-Feb-11,Zondag,19168,,,53935,,,,2070.8,5697,26550,,,,,,,,,,,
14-Feb-11,Maandag,10627,,,45973,,,,2029.32,9316,14394,,,,,,,,,,,
15-Feb-11,Dinsdag,8039,,,19428,,,,1399.17,4456,11385,,,,,,,,,,,
16-Feb-11,Woensdag,8203,,,17392,,,,1274.02,4125,11389,,,,,,,,,,,
17-Feb-11,Donderdag,7447,,,15863,,,,1182,3652,10817,,,,,,,,,,,
18-Feb-11,Vrijdag,6798,,,14188,,,,1505.54,3590,9621,,,,,,,,,,,
19-Feb-11,Zaterdag,4249,,,10459,,,,1256.45,2828,6005,,,,,,,,,,,
20-Feb-11,Zondag,6286,,,13338,,,,1552.42,3511,9081,,,,,,,,,,,
21-Feb-11,Maandag,9575,,,22562,,,,1705.13,4102,13578,,,,,,,,,,,
22-Feb-11,Dinsdag,12528,,,27340,,,,1520.74,3455,17304,,,,,,,,,,,
23-Feb-11,Woensdag,9586,,,19996,,,,1642.59,3772,13111,,,,,,,,,,,
24-Feb-11,Donderdag,8251,,,17534,,,,1584.98,3667,11804,,,,,,,,,,,
25-Feb-11,Vrijdag,6856,,,14999,,,,1475.48,3352,9976,,,,,,,,,,,
26-Feb-11,Zaterdag,4626,,,11391,,,,1283.4,2699,6967,,,,,,,,,,,
27-Feb-11,Zondag,8183,,,16283,,,,1621.1,3657,12511,,,,,,,,,,,
28-Feb-11,Maandag,10111,,,18933,,,,1755.83,4098,14913,,,,,,,,,,,
1-Mar-11,Dinsdag,6426,,,15331,,,,1624.04,3746,10245,,,,,,,,,,,
2-Mar-11,Woensdag,6176,,,14562,,,,1552.12,3507,10259,,,,,,,,,,,
3-Mar-11,Donderdag,5769,,,13261,,,,1486.7,3288,8976,,,,,,,,,,,
4-Mar-11,Vrijdag,4939,,,11723,,,,1339.9,2934,8497,,,,,,,,,,,
5-Mar-11,Zaterdag,2737,,,8260,,,,1093.8,2264,4821,,,,,,,,,,,
6-Mar-11,Zondag,4340,,,10760,,,,1389.23,2842,7115,,,,,,,,,,,
7-Mar-11,Maandag,5829,,,13949,,,,1544.01,3410,9706,,,,,,,,,,,
8-Mar-11,Dinsdag,5720,,,14950,,,,1588.07,3394,8770,,,,,,,,,,,
9-Mar-11,Woensdag,6162,,,15628,,,,1564.88,3401,9953,,,,,,,,,,,
10-Mar-11,Donderdag,5473,,,13118,,,,1520.64,3417,8440,,,,,,,,,,,
11-Mar-11,Vrijdag,4741,,,11531,,,,1321.21,2902,7716,,,,,,,,,,,
12-Mar-11,Zaterdag,2601,,,8453,,,,1132.04,2248,4233,,,,,,,,,,,
13-Mar-11,Zondag,4857,,,12537,,,,1576.6,3528,8653,,,,,,,,,,,
14-Mar-11,Maandag,7960,,,19740,,,,1703.72,3914,12764,,,,,,,,,,,
15-Mar-11,Dinsdag,7590,,,18077,,,,1645.71,3808,11299,,,,,,,,,,,
16-Mar-11,Woensdag,7143,,,17536,,,,1605.6,3591,10922,,,,,,,,,,,
17-Mar-11,Donderdag,6567,,,16212,,,,1586.46,3444,10255,,,,,,,,,,,
18-Mar-11,Vrijdag,5791,,,14549,,,,1493.01,3368,9170,,,,,,,,,,,
19-Mar-11,Zaterdag,2877,,,8832,,,,1009.01,2205,4528,,,,,,,,,,,
20-Mar-11,Zondag,5107,,,12498,,,,1470.81,3178,9263,,,,,,,,,,,
21-Mar-11,Maandag,7536,,,17610,,,,1667.51,3706,12275,,,,,,,,,,,
22-Mar-11,Dinsdag,7949,,,20534,,,,1641.46,3505,15875,,,,,,,,,,,
23-Mar-11,Woensdag,7361,,,17488,,,,1585.67,3468,14385,,,,,,,,,,,
24-Mar-11,Donderdag,6152,,,14689,,,,1476.8,3235,11715,,,,,,,,,,,
25-Mar-11,Vrijdag,5704,,,13953,,,,1348.71,2945,10272,,,,,,,,,,,
26-Mar-11,Zaterdag,3481,,,10660,,,,1163.06,2589,6576,,,,,,,,,,,
27-Mar-11,Zondag,4775,,,12002,,,,1288.04,2666,10091,,,,,,,,,,,
28-Mar-11,Maandag,10650,,,25231,,,,1800.58,3870,21966,,,,,,,,,,,
29-Mar-11,Dinsdag,10032,,,21880,,,,1674.46,3733,21628,,,,,,,,,,,
30-Mar-11,Woensdag,9842,,,21055,,,,1778.54,3849,20739,,,,,,,,,,,
31-Mar-11,Donderdag,9076,,,19067,,,,1728.1,3885,18608,,,,,,,,,,,
1-Apr-11,Vrijdag,5370,,,14313,,,,1754.89,4299,9033,,,,,,,,,,,
2-Apr-11,Zaterdag,2225,,,7914,,,,1163.04,3236,3898,,,,,,,,,,,
3-Apr-11,Zondag,5182,,,13815,,,,1783.17,4665,9698,,,,,,,,,,,
4-Apr-11,Maandag,6742,,,15937,,,,1811.04,4169,10976,,,,,,,,,,,
5-Apr-11,Dinsdag,7441,,,18550,,,,1952.18,4236,11684,,,,,,,,,,,
6-Apr-11,Woensdag,6246,,,15117,,,,1838.48,3991,10283,,,,,,,,,,,
7-Apr-11,Donderdag,5564,,,13982,,,,1718.26,3726,9430,,,,,,,,,,,
8-Apr-11,Vrijdag,4580,,,11005,,,,1344.92,2947,7155,,,,,,,,,,,
9-Apr-11,Zaterdag,2348,,,7098,,,,1018.48,2079,4164,,,,,,,,,,,
10-Apr-11,Zondag,3983,,,9743,,,,1369.96,2773,6771,,,,,,,,,,,
11-Apr-11,Maandag,6729,,,17069,,,,1660.71,3680,11225,,,,,,,,,,,
12-Apr-11,Dinsdag,6722,,,15728,,,,1741.46,4011,10367,,,,,,,,,,,
13-Apr-11,Woensdag,6398,,,14708,,,,1654.02,3874,10533,,,,,,,,,,,
14-Apr-11,Donderdag,6055,,,13889,,,,1556.96,3790,10021,,,,,,,,,,,
15-Apr-11,Vrijdag,5126,,,11960,,,,1362.02,3692,8645,,,,,,,,,,,
16-Apr-11,Zaterdag,2740,,,8907,,,,940.99,3004,4931,,,,,,,,,,,
17-Apr-11,Zondag,4487,,,10951,,,,1168.72,3172,8115,,,,,,,,,,,
18-Apr-11,Maandag,6789,,,22159,,,,1495.19,3219,11504,,,,,,,,,,,
19-Apr-11,Dinsdag,6250,,,19669,,,,1487.21,3038,10418,,,,,,,,,,,
20-Apr-11,Woensdag,6498,,,20079,,,,1449.86,3061,11149,,,,,,,,,,,
21-Apr-11,Donderdag,7174,,,44506,,,,1280.26,2972,11810,,,,,,,,,,,
22-Apr-11,Vrijdag,5014,,,19650,,,,1136.46,2618,7825,,,,,,,,,,,
23-Apr-11,Zaterdag,2045,,,10612,,,,845.05,1784,3341,,,,,,,,,,,
24-Apr-11,Zondag,2305,,,9846,,,,887.16,1953,4418,,,,,,,,,,,
25-Apr-11,Maandag,4370,,,13365,,,,1288.35,2771,7597,,,,,,,,,,,
26-Apr-11,Dinsdag,8212,,,20952,,,,1889.87,4252,13122,,,,,,,,,,,
27-Apr-11,Woensdag,8922,,,21743,,,,2060.02,5032,14578,,,,,,,,,,,
28-Apr-11,Donderdag,8633,,,25203,,,,1918.5,4483,14260,,,,,,,,,,,
29-Apr-11,Vrijdag,5390,,,16268,,,,1482.13,3335,9265,,,,,,,,,,,
30-Apr-11,Zaterdag,3479,,,10638,,,,1087.93,2469,5857,,,,,,,,,,,
1-May-11,Zondag,7059,,,19004,,,,1809.32,3935,12652,,,,,,,,,,,
2-May-11,Maandag,9651,,,27415,,,,1742.23,5792,15920,,,,,,,,,,,
3-May-11,Dinsdag,9883,,,28896,,,,1845.5,5971,16982,,,,,,,,,,,
4-May-11,Woensdag,11525,,,35590,,,,1818.22,5874,19528,,,,,,,,,,,
5-May-11,Donderdag,12166,,,36425,,,,1805.91,5508,19617,,,,,,,,,,,
6-May-11,Vrijdag,11274,,,34200,,,,1708.22,5020,18728,,,,,,,,,,,
7-May-11,Zaterdag,2761,,,16652,,,,1518.94,3272,4914,,,,,,,,,,,
8-May-11,Zondag,4075,,,13508,,,,1591.07,3674,7106,,,,,,,,,,,
9-May-11,Maandag,6783,,,16511,,,,1481.19,4112,11200,,,,,,,,,,,
10-May-11,Dinsdag,6240,,,14882,,,,1359.87,3749,10659,,,,,,,,,,,
11-May-11,Woensdag,6164,,,14066,,,,1264.01,3487,10191,,,,,,,,,,,
12-May-11,Donderdag,8219,,,20032,,,,1253.47,3446,13067,,,,,,,,,,,
13-May-11,Vrijdag,7138,,,16893,,,,1096.83,2965,10454,,,,,,,,,,,
14-May-11,Zaterdag,3714,,,10346,,,,929.77,2462,5898,,,,,,,,,,,
15-May-11,Zondag,6274,,,14345,,,,1211.39,3248,10790,,,,,,,,,,,
16-May-11,Maandag,8310,,,18026,,,,1422.83,4148,12935,,,,,,,,,,,
17-May-11,Dinsdag,7497,,,16587,,,,1309.06,3935,12197,,,,,,,,,,,
18-May-11,Woensdag,7272,,,15880,,,,1317.81,3841,11558,,,,,,,,,,,
19-May-11,Donderdag,6440,,,14114,,,,1251.01,3599,10382,,,,,,,,,,,
20-May-11,Vrijdag,5334,,,11848,,,,1073.98,2861,8341,,,,,,,,,,,
21-May-11,Zaterdag,2319,,,6863,,,,761.42,1798,4619,,,,,,,,,,,
22-May-11,Zondag,5725,,,12586,,,,1285.08,3220,10458,,,,,,,,,,,
23-May-11,Maandag,7026,,,14972,,,,1395.36,3714,11211,,,,,,,,,,,
24-May-11,Dinsdag,8778,,,21343,,,,1559.14,3903,14663,,,,,,,,,,,
25-May-11,Woensdag,7849,,,17711,,,,1451.1,3299,14028,,,,,,,,,,,
26-May-11,Donderdag,7300,,,15602,,,,1608.82,3621,12816,,,,,,,,,,,
27-May-11,Vrijdag,6438,,,13183,,,,1410.99,3260,11622,,,,,,,,,,,
28-May-11,Zaterdag,3574,,,8765,,,,1116.36,2466,6706,,,,,,,,,,,
29-May-11,Zondag,9247,,,21263,,,,1506.9,3219,19494,,,,,,,,,,,
30-May-11,Maandag,8870,,,17828,,,,1662.1,3588,17143,,,,,,,,,,,
31-May-11,Dinsdag,8747,,,18424,,,,1828.25,3976,16309,,,,,,,,,,,
1-Jun-11,Woensdag,5258,,,12149,,,,1527.08,3161,8296,,,,,,,,,,,
2-Jun-11,Donderdag,3697,,,8341,,,,1121.79,2298,6434,,,,,,,,,,,
3-Jun-11,Vrijdag,4287,,,9037,,,,1239.03,2540,6896,,,,,,,,,,,
4-Jun-11,Zaterdag,2483,,,6549,,,,911.46,1893,4268,,,,,,,,,,,
5-Jun-11,Zondag,5475,,,12350,,,,1455.45,3159,9934,,,,,,,,,,,
6-Jun-11,Maandag,7772,,,17625,,,,1722.26,3956,12957,,,,,,,,,,,
7-Jun-11,Dinsdag,6685,,,14394,,,,1503.63,3512,10759,,,,,,,,,,,
8-Jun-11,Woensdag,6788,,,13990,,,,1510.89,3635,11093,,,,,,,,,,,
9-Jun-11,Donderdag,6192,,,12622,,,,1348.74,3285,10630,,,,,,,,,,,
10-Jun-11,Vrijdag,5474,,,12476,,,,1385.39,3191,8846,,,,,,,,,,,
11-Jun-11,Zaterdag,2941,,,8314,,,,1197.48,2387,5334,,,,,,,,,,,
12-Jun-11,Zondag,3125,,,8122,,,,1222.4,2441,5566,,,,,,,,,,,
13-Jun-11,Maandag,5861,,,13251,,,,1609.68,3533,10048,,,,,,,,,,,
14-Jun-11,Dinsdag,7538,,,21291,,,,1766.99,4061,11752,,,,,,,,,,,
15-Jun-11,Woensdag,10078,,,22320,,,,1929.73,4645,15626,,,,,,,,,,,
16-Jun-11,Donderdag,14352,,,31196,,,,1871.25,4788,21392,,,,,,,,,,,
17-Jun-11,Vrijdag,9792,,,19855,,,,1571.73,4116,14917,,,,,,,,,,,
18-Jun-11,Zaterdag,4050,,,11874,,,,1332.09,2985,6630,,,,,,,,,,,
19-Jun-11,Zondag,6085,,,15203,,,,1525.04,4072,11071,,,,,,,,,,,
20-Jun-11,Maandag,8041,,,17610,,,,1694.47,4412,12956,,,,,,,,,,,
21-Jun-11,Dinsdag,7812,,,17753,,,,1583.47,4398,12472,,,,,,,,,,,
22-Jun-11,Woensdag,7843,,,17738,,,,1520.69,4143,12352,,,,,,,,,,,
23-Jun-11,Donderdag,7356,,,15804,,,,1517.61,3938,11242,,,,,,,,,,,
24-Jun-11,Vrijdag,6349,,,14155,,,,1433.18,3416,10277,,,,,,,,,,,
25-Jun-11,Zaterdag,3774,,,10000,,,,1234.19,2698,6493,,,,,,,,,,,
26-Jun-11,Zondag,5062,,,10989,,,,1305.47,2928,8497,,,,,,,,,,,
27-Jun-11,Maandag,6883,,,13603,,,,1433.86,3354,11865,,,,,,,,,,,
28-Jun-11,Dinsdag,8747,,,22961,,,,1512.53,3624,13514,,,,,,,,,,,
29-Jun-11,Woensdag,8812,,,19804,,,,1584.09,3781,14181,,,,,,,,,,,
30-Jun-11,Donderdag,8080,,,17211,,,,1530.93,3834,13309,,,,,,,,,,,
1-Jul-11,Vrijdag,7313,,,15502,,,,1445.68,3376,12204,,,,,,,,,,,
2-Jul-11,Zaterdag,4101,,,10857,,,,1232.35,2840,7696,,,,,,,,,,,
3-Jul-11,Zondag,6345,,,14690,,,,1327.56,3119,11211,,,,,,,,,,,
4-Jul-11,Maandag,8437,,,18240,,,,1548.47,3751,14091,,,,,,,,,,,
5-Jul-11,Dinsdag,7580,,,16814,,,,1438.52,3580,13379,,,,,,,,,,,
6-Jul-11,Woensdag,8205,,,18071,,,,1480.17,3976,13751,,,,,,,,,,,
7-Jul-11,Donderdag,9134,,,22185,,,,1336.37,3592,14665,,,,,,,,,,,
8-Jul-11,Vrijdag,7051,,,15590,,,,1195.99,3176,11225,,,,,,,,,,,
9-Jul-11,Zaterdag,3997,,,10723,,,,1080.39,2538,7266,,,,,,,,,,,
10-Jul-11,Zondag,5483,,,12048,,,,1084.48,2735,10379,,,,,,,,,,,
11-Jul-11,Maandag,7097,,,15133,,,,1357.32,3549,11871,,,,,,,,,,,
12-Jul-11,Dinsdag,6843,,,14735,,,,1286.71,3487,11316,,,,,,,,,,,
13-Jul-11,Woensdag,7502,,,16653,,,,1425.53,3888,12888,,,,,,,,,,,
14-Jul-11,Donderdag,8243,,,24598,,,,1500.65,4006,12911,,,,,,,,,,,
15-Jul-11,Vrijdag,6308,,,15975,,,,1180.56,3126,10952,,,,,,,,,,,
16-Jul-11,Zaterdag,3848,,,10573,,,,1080.39,2610,6446,,,,,,,,,,,
17-Jul-11,Zondag,5913,,,13407,,,,1265.92,3337,10839,,,,,,,,,,,
18-Jul-11,Maandag,7503,,,16172,,,,1478.78,4158,12340,,,,,,,,,,,
19-Jul-11,Dinsdag,6596,,,13976,,,,1304.2,3812,10619,,,,,,,,,,,
20-Jul-11,Woensdag,6915,,,14329,,,,1259.5,3636,11668,,,,,,,,,,,
21-Jul-11,Donderdag,6520,,,13457,,,,1157.63,3416,10902,,,,,,,,,,,
22-Jul-11,Vrijdag,5788,,,11800,,,,1103.44,3081,9445,,,,,,,,,,,
23-Jul-11,Zaterdag,3540,,,8669,,,,947.1,2477,5941,,,,,,,,,,,
24-Jul-11,Zondag,5597,,,12288,,,,1189.33,3238,10418,,,,,,,,,,,
25-Jul-11,Maandag,6513,,,13794,,,,1246.32,3529,11164,,,,,,,,,,,
26-Jul-11,Dinsdag,8615,,,19506,,,,1281.07,3550,13495,,,,,,,,,,,
27-Jul-11,Woensdag,8928,,,19395,,,,1147.5,3019,13534,,,,,,,,,,,
28-Jul-11,Donderdag,7615,,,15685,,,,1108.58,2932,11396,,,,,,,,,,,
29-Jul-11,Vrijdag,6458,,,13272,,,,1049.7,2839,10243,,,,,,,,,,,
30-Jul-11,Zaterdag,7172,,,15963,,,,905.6,2330,10592,,,,,,,,,,,
31-Jul-11,Zondag,7086,,,13829,,,,988.09,2631,11437,,,,,,,,,,,
1-Aug-11,Maandag,6027,,,12793,,,,1134.06,3022,9975,,,,,,,,,,,
2-Aug-11,Dinsdag,5305,,,11467,,,,1037.11,2620,8801,,,,,,,,,,,
3-Aug-11,Woensdag,6811,,,13995,,,,1165.68,3261,11374,,,,,,,,,,,
4-Aug-11,Donderdag,6496,,,15189,,,,1006.44,2777,9861,,,,,,,,,,,
5-Aug-11,Vrijdag,5527,,,12163,,,,953.27,2601,8587,,,,,,,,,,,
6-Aug-11,Zaterdag,3411,,,8713,,,,892.56,2051,5766,,,,,,,,,,,
7-Aug-11,Zondag,5282,,,12107,,,,1009,2720,9513,,,,,,,,,,,
8-Aug-11,Maandag,7161,,,15971,,,,1182.66,3318,12416,,,,,,,,,,,
9-Aug-11,Dinsdag,7131,,,17726,,,,1142.11,3217,11819,,,,,,,,,,,
10-Aug-11,Woensdag,6320,,,14507,,,,1083.57,3020,9894,,,,,,,,,,,
11-Aug-11,Donderdag,6360,,,14786,,,,1042.99,3010,10021,,,,,,,,,,,
12-Aug-11,Vrijdag,5738,,,13242,,,,1015.33,2788,8510,,,,,,,,,,,
13-Aug-11,Zaterdag,3643,,,9738,,,,910.23,2227,5988,,,,,,,,,,,
14-Aug-11,Zondag,6116,,,14397,,,,1039.17,2831,10714,,,,,,,,,,,
15-Aug-11,Maandag,10902,,,26045,,,,1078.45,3266,15641,,,,,,,,,,,
16-Aug-11,Dinsdag,9298,,,20912,,,,1072.69,3145,13693,,,,,,,,,,,
