Date,Target,Weekday,Avg temp,Sunshine_minutes,Rain_minutes,Voucher orders,Traffic,SEA Cost,SEA Clicks,Emails accepted,Emails open,Spc dag pos aanloop,Spc dag pos,Spc dag neg
18-08-17,23843,vrijdag,16.9,114,66,9258,34555,4722.79,9391,16610,4730,,,
19-08-17,2305,zaterdag,15.4,408,246,4831,24643,3885.61,7052,26738,8408,,,
20-08-17,4322,zondag,15.8,564,0,7034,26472,4635.43,8791,16221,4518,,,
21-08-17,39172,maandag,15.9,114,0,14512,76099,6909.65,12044,1109914,319969,,,
22-08-17,22794,dinsdag,18.2,582,0,11458,54954,6264.53,11416,11900,3104,,,
23-08-17,22005,woensdag,19.6,432,0,11013,45660,5885.01,10547,12386,3347,,,
24-08-17,26245,donderdag,17.9,336,0,14327,59753,6000.48,11875,1098646,298443,,,
25-08-17,28052,vrijdag,16.9,552,0,10579,40483,5676.16,10791,21292,6345,,,
26-08-17,880,zaterdag,18.2,486,0,4892,26299,3856.84,7091,20404,6180,,,
27-08-17,6796,zondag,17.8,612,0,7105,29144,4061.06,8303,20600,6144,,,
28-08-17,40683,maandag,18.7,648,0,22377,70072,6803.16,14115,1097710,249685,,,
29-08-17,25706,dinsdag,21,450,30,11243,70955,6141.67,12110,21566,6888,,,
30-08-17,26559,woensdag,17.8,24,432,12844,58542,7349.6,14103,20342,6340,,,
31-08-17,27600,donderdag,14.4,360,150,12501,62002,7075.68,13817,86350,22074,,,
01-09-17,27023,vrijdag,14.7,246,54,10748,50894,7111.79,11847,24078,7696,,,
02-09-17,830,zaterdag,13.3,492,0,4941,33188,5044.35,7729,22567,6973,,,
03-09-17,7172,zondag,13,462,0,7633,32276,5980.25,9498,21972,6898,,,
04-09-17,36804,maandag,15.8,366,0,12984,53863,8347.39,13660,1025810,246741,,,
05-09-17,25552,dinsdag,18.6,108,24,12044,45028,8459.24,14349,22885,7594,,,
06-09-17,24564,woensdag,15.9,198,144,12070,42673,8218.47,13975,18306,5414,,,
07-09-17,29353,donderdag,15.6,108,90,11347,42306,7304.3,13278,18555,5395,,,
08-09-17,27347,vrijdag,15.1,0,0,10992,45820,6793.23,12666,24002,7777,,,
09-09-17,951,zaterdag,13.2,264,444,5365,30784,4742.26,8621,21210,6533,,,
10-09-17,10704,zondag,13.9,408,24,7858,34085,5490.26,10425,22880,6997,,,
11-09-17,37225,maandag,14.1,300,300,14380,65922,8300.83,14981,1087439,231825,,,
12-09-17,27554,dinsdag,14.6,576,0,11922,54936,6953.04,13698,22053,6904,,,
13-09-17,25254,woensdag,14.1,348,336,13383,63185,7116.89,14218,1090719,233702,,,
14-09-17,24231,donderdag,0,0,0,11636,45525,6419.78,13113,19953,5612,,,
15-09-17,27628,vrijdag,0,0,0,11971,78042,5258.47,11840,29167,10155,,,
16-09-17,951,zaterdag,0,0,0,5724,41343,3871.33,8416,22399,6872,,,
17-09-17,10438,zondag,0,0,0,7961,37356,4471.51,9816,23442,7388,,,
18-09-17,37289,maandag,12,318,42,16387,62355,7352.38,14317,1081105,273386,,,
19-09-17,25409,dinsdag,12,258,0,12894,50060,6766.93,13109,19381,5878,,,
20-09-17,26355,woensdag,13.5,210,30,13134,47657,7064.47,13628,20994,6719,,,
21-09-17,25014,donderdag,13.4,486,0,11915,41515,7019.92,12948,19156,5891,,,
22-09-17,28636,vrijdag,11.9,216,12,11234,43769,6255.64,11706,20875,6182,,,
23-09-17,842,zaterdag,10.9,612,0,4827,26594,3608.35,6991,22123,6659,,,
24-09-17,10972,zondag,12.1,534,0,12155,39617,4416.13,9398,1076270,222833,,,
25-09-17,38515,maandag,14.2,78,0,13128,49634,8213.52,14505,18347,5847,,,
26-09-17,25480,dinsdag,13.2,210,0,12631,48670,7587.33,13699,20319,6517,Broer en zussen dag,,
27-09-17,23434,woensdag,13.6,390,0,12446,57511,6966.54,12861,22456,7183,Broer en zussen dag,,
28-09-17,24180,donderdag,15.8,96,72,13017,73462,7516.96,13663,546371,108681,Broer en zussen dag,,
29-09-17,33372,vrijdag,17.1,288,78,11676,51344,6270.61,11935,289577,62270,Broer en zussen dag,,
30-09-17,1021,zaterdag,13.1,48,222,5291,34669,4476.74,8660,21872,7034,,Broer en zussen dag,
01-10-17,12327,zondag,14.1,174,0,8084,34453,5323.2,10116,24896,8406,,,
02-10-17,36522,maandag,15.6,138,48,14056,59601,8573.02,15057,862751,175365,,,
03-10-17,24890,dinsdag,13.6,354,24,12787,56321,8429.31,14281,287809,59776,,,
04-10-17,24105,woensdag,13,18,150,12049,55452,8364.62,13904,24033,7587,,,
05-10-17,24003,donderdag,12.9,342,0,11331,51227,7659.87,13367,24957,7981,,,
06-10-17,25672,vrijdag,11.6,372,96,10595,56991,6069.28,11379,65848,25900,,,
07-10-17,822,zaterdag,12.2,0,390,5165,34588,4076.76,8195,22326,7387,,,
08-10-17,11792,zondag,12.1,174,12,7784,33119,4779.35,10003,23349,7566,,,
09-10-17,38420,maandag,12.1,0,222,16686,63941,7967.99,14782,1110304,239748,,,
10-10-17,24374,dinsdag,14.3,54,30,12722,67125,7200.7,13965,22968,7448,,,
11-10-17,26055,woensdag,14.8,6,12,14038,57890,6652.76,13022,23823,7531,,,
12-10-17,23631,donderdag,13.4,318,12,11749,44871,5876.6,11891,22487,6846,,,
13-10-17,27056,vrijdag,15.3,150,0,11786,45526,4822.89,10499,576403,129203,,,
14-10-17,739,zaterdag,14.8,510,0,5042,29266,2946.97,6656,16939,5176,,,
15-10-17,10354,zondag,15.8,534,0,9356,34673,3154.27,7934,558067,119354,,,
16-10-17,32825,maandag,18.6,480,0,11381,43224,5155.05,11268,573615,119040,,,
17-10-17,21705,dinsdag,12.9,42,0,11222,49962,4777.18,10999,559334,121507,,,
18-10-17,22046,woensdag,13.7,438,0,10490,41581,4631.15,10389,23720,7597,,,
19-10-17,20362,donderdag,15.7,354,0,10084,38439,4522.38,10471,14253,4822,,,
20-10-17,23641,vrijdag,13.7,102,168,9948,35655,4251.88,10464,24033,7829,,,
21-10-17,774,zaterdag,13.2,318,24,4794,25205,2967.33,7518,21039,6935,,,
22-10-17,10886,zondag,10.8,156,414,7610,30175,4121.9,10223,23706,7772,,,
23-10-17,33503,maandag,12.6,282,0,12915,55770,5784.3,13478,1115540,244886,,,
24-10-17,25172,dinsdag,15.3,0,72,12211,44029,6291.93,14101,20082,6521,,,
25-10-17,24167,woensdag,14.2,114,0,12101,43122,5838.92,13786,21127,6545,,,
26-10-17,24030,donderdag,14,126,0,11136,40457,5366.16,12545,22017,6848,,,
27-10-17,25378,vrijdag,11.8,414,12,10472,40123,4393.7,10841,25621,8670,,,
28-10-17,949,zaterdag,12.4,0,108,5152,28999,2907.29,7402,20773,6645,,,
29-10-17,12291,zondag,10.7,294,60,8711,35235,4247.05,10041,25945,8403,,,
30-10-17,36148,maandag,8.3,366,0,14412,54204,6163.85,13793,1096295,230520,,,
31-10-17,25034,dinsdag,10.1,12,0,11980,42852,5757.02,13374,37242,10027,,,
01-11-17,22313,woensdag,11.2,54,0,11575,47932,5455.71,12975,77412,19376,,,
02-11-17,21289,donderdag,9.8,156,0,11658,52214,4901.83,11901,1046029,243313,,,
03-11-17,24716,vrijdag,8.8,0,48,10074,39687,4572.18,10651,23571,7433,,,
04-11-17,860,zaterdag,10.6,204,216,4702,28370,3228.29,7305,22339,6730,,,
05-11-17,10277,zondag,7.8,240,222,7918,32100,3965.56,9796,25993,8100,,,
06-11-17,36471,maandag,4.8,408,48,16338,57075,5742.98,13055,1120006,222199,,,
07-11-17,23529,dinsdag,3.3,456,0,12310,44273,4951.86,11848,21355,6615,,,
08-11-17,24626,woensdag,5.9,0,0,12634,54371,5437.56,12381,24009,7416,,,
09-11-17,24801,donderdag,8.7,138,96,11503,44793,5074.35,11860,34894,11965,,,
10-11-17,27002,vrijdag,9.2,192,156,12170,42027,4491.34,10965,571870,131870,,,
11-11-17,717,zaterdag,6.6,30,246,5282,30389,2777.4,7130,17116,5134,,,
12-11-17,10756,zondag,5.2,84,384,11909,39993,3650.67,10166,559159,121891,,,
13-11-17,41615,maandag,6.2,372,66,12041,45561,5580.99,12581,568093,141001,,,
14-11-17,27378,dinsdag,7.7,48,108,11628,48615,5582.28,12650,572826,135928,,,
15-11-17,23216,woensdag,9.4,0,384,11540,51726,5447.11,12069,22537,7260,,,
16-11-17,25590,donderdag,9.3,0,144,10603,45775,4873.85,11663,21644,6725,,,
17-11-17,24438,vrijdag,5.6,264,0,9301,37049,4152.5,10071,24141,7865,,,
18-11-17,816,zaterdag,6.9,60,192,4524,30140,3052.75,7349,22419,7186,,,
19-11-17,10926,zondag,6.7,270,48,7177,33072,3952.96,9890,27823,9212,,,
20-11-17,39008,maandag,7.8,0,744,13337,57747,6305.82,14803,1105431,255076,,,
21-11-17,26826,dinsdag,11.5,0,210,11886,64939,5706.41,14091,19982,6398,,,
22-11-17,24916,woensdag,11.4,222,54,11291,45514,5137.79,12562,22273,7003,,,
23-11-17,25865,donderdag,11.1,78,60,10705,47476,4753.32,11821,23429,7205,,,
24-11-17,25651,vrijdag,6.9,108,168,9491,59810,4211.13,10579,23327,7130,,,
25-11-17,745,zaterdag,3.7,126,6,4672,38362,3039.73,7364,20934,6639,,,
26-11-17,12855,zondag,5.3,192,132,7797,38023,4219.65,10225,28219,8469,,,
27-11-17,46308,maandag,6.7,0,546,15877,77634,8497.9,17357,1174269,241221,,,
28-11-17,30791,dinsdag,5.4,84,48,12006,50967,7167.1,14893,21210,6740,,,
29-11-17,34655,woensdag,2.9,0,6,12792,53864,7143.26,13771,23165,7289,,,
30-11-17,34875,donderdag,1.5,54,48,11777,46179,7006.49,12938,23802,7445,,,
01-12-17,33911,vrijdag,0,42,0,11419,47902,5708.92,10989,1118083,222007,Sinterklaas,,
02-12-17,2048,zaterdag,-0.4,0,0,5274,32579,3887.89,7493,21105,6799,Sinterklaas,,
03-12-17,23129,zondag,3.7,0,300,8999,38574,5867.49,11149,27302,8766,Sinterklaas,,
04-12-17,71385,maandag,7,54,138,14528,81928,9213.59,15307,1190457,290994,Sinterklaas,,
05-12-17,42975,dinsdag,7.6,0,0,10674,53261,9631.22,13414,20948,6660,,Sinterklaas,
06-12-17,38292,woensdag,8,0,0,11571,80553,11292.67,15392,23302,7730,,,
07-12-17,48581,donderdag,5.9,0,198,12002,76244,9232.6,14491,1120490,263713,,,
08-12-17,41733,vrijdag,2.6,54,510,10583,51301,6308.06,12044,21822,6872,,,
09-12-17,11741,zaterdag,2.1,72,738,5768,39709,4505.09,9095,21568,6872,Kerst,,
10-12-17,18980,zondag,1.1,0,624,10750,55383,8836.21,14197,28852,9235,Kerst,,
11-12-17,126215,maandag,-0.1,0,702,19178,77290,10019.86,17493,1159273,289920,Kerst,,
12-12-17,73578,dinsdag,1.8,210,48,15237,78833,9830.41,16881,21095,6588,Kerst,,
13-12-17,72645,woensdag,4,12,486,16208,82494,11674.02,18676,24687,8163,Kerst,,
14-12-17,91619,donderdag,3.3,48,342,19240,103979,11434.51,18759,1104518,297185,Kerst,,
15-12-17,76936,vrijdag,2.6,0,42,13690,83392,11046.81,18216,23665,7567,Kerst,,
16-12-17,11451,zaterdag,2.7,192,72,9158,61957,8933.74,14744,18763,5975,Kerst,,
17-12-17,30211,zondag,2.5,342,276,16706,90993,12378.21,20662,1143384,249380,Kerst,,
18-12-17,210625,maandag,5.9,0,132,20526,96748,16109.52,26196,34044,8609,Kerst,,
19-12-17,111839,dinsdag,5.2,18,0,20228,96021,16558.54,26987,17932,5458,Kerst,,
20-12-17,98255,woensdag,7.5,12,114,21279,100014,14611.33,27068,46791,13871,Kerst,,
21-12-17,88686,donderdag,8.4,0,84,23218,107642,12423.56,22868,1304875,275640,Kerst,,
22-12-17,64649,vrijdag,8.6,0,390,15042,83587,9107.29,18943,19776,6324,Kerst,,
23-12-17,1845,zaterdag,8.7,0,0,5349,48159,3292.29,7534,18943,6164,Kerst,,
24-12-17,5298,zondag,8.2,0,210,3807,40032,3210.61,6469,34821,10604,Kerst,,
25-12-17,244,maandag,7.4,0,132,2617,25599,2101.03,4332,19679,5283,,1e kerstdag,
26-12-17,42688,dinsdag,5.8,120,120,4402,27122,2135.59,5110,16186,4485,,2e kerstdag,
27-12-17,32394,woensdag,5.1,12,564,10471,54851,3898.31,10067,1247160,282134,,,
28-12-17,33281,donderdag,3.9,264,24,10761,45950,4014.68,9925,23174,6775,,,
29-12-17,32407,vrijdag,2.8,18,378,9640,44355,3596.39,8992,21346,6506,,,
30-12-17,2763,zaterdag,8.8,0,300,4886,39366,2572.04,6323,20375,6443,,,
31-12-17,1989,zondag,10.6,12,918,3356,70679,1548.77,5290,30740,8808,,Oudjaarsdag,
01-01-18,2537,maandag,6.8,126,414,4772,41641,1852.32,5394,17811,4936,,,Nieuwjaarsdag
02-01-18,41853,dinsdag,6.5,84,372,11139,52965,4574.02,10513,1235281,285397,,,
03-01-18,29753,woensdag,8.8,12,306,10880,44864,4899.01,11431,16022,4420,,,
04-01-18,23271,donderdag,8.2,12,96,10351,45725,4425.01,10687,26142,8008,,,
05-01-18,24013,vrijdag,6.4,0,150,9347,37825,4056.74,9642,23132,7594,,,
06-01-18,3066,zaterdag,4.5,42,0,4729,32904,3030.45,6835,21129,6858,,,
07-01-18,4096,zondag,1,372,0,7296,32932,3230.12,8562,29538,8851,,,
08-01-18,42022,maandag,1.1,390,0,16814,63086,4769.08,11693,1198976,324588,,,
09-01-18,23656,dinsdag,3,18,0,12907,46263,4751.09,11292,19612,6295,,,
10-01-18,25492,woensdag,6.9,0,348,13003,44865,4931.71,11618,22866,7262,,,
11-01-18,24312,donderdag,5.7,0,0,11701,40609,5040.89,11705,24329,7716,,,
12-01-18,27593,vrijdag,5,0,0,14624,47742,4254.34,10487,1179106,275994,,,
13-01-18,3347,zaterdag,4.2,0,0,6576,29016,2905.05,7437,21875,7099,,,
14-01-18,4943,zondag,2.9,300,0,10251,32705,2950.85,9355,31796,9839,,,
15-01-18,41446,maandag,5.2,0,570,12454,55227,4716.77,12890,1198520,286376,,,
16-01-18,23865,dinsdag,5.2,174,348,10744,44038,4449.4,11806,19305,6447,,,
17-01-18,22952,woensdag,4.6,30,186,11087,40962,4701.06,12488,19611,6305,,,
18-01-18,22217,donderdag,4.7,24,390,9991,36387,4098.98,11315,21057,6629,,,
19-01-18,24523,vrijdag,3.7,150,294,9790,34948,4504.68,11345,24296,7956,,,
20-01-18,2153,zaterdag,2.2,24,120,4868,26399,4071.76,8954,22156,7332,,,
21-01-18,5255,zondag,3,288,162,7370,30589,5193.68,11487,22587,7062,,,
22-01-18,39224,maandag,6.3,30,114,13684,59744,7159.85,15298,1196783,259715,,,
23-01-18,23900,dinsdag,8.1,54,240,12199,58313,6643.01,15132,20466,6654,,,
24-01-18,24268,woensdag,11.7,0,246,12366,54091,6590.76,15160,22425,7039,,,
25-01-18,22887,donderdag,7.7,36,6,11254,45996,5205.63,13523,22198,6754,,,
26-01-18,23503,vrijdag,5.4,72,0,10604,49980,4081.86,11670,25797,8381,,,
27-01-18,2736,zaterdag,5.8,120,216,5244,32645,2884.66,8011,22765,7456,,,
28-01-18,10389,zondag,9.7,102,0,7811,35685,3825.72,11195,24085,7986,,,
29-01-18,37211,maandag,8.8,0,168,15291,72640,6066.6,16863,1203023,324390,,,
30-01-18,25345,dinsdag,4.7,372,0,13826,61638,6176.46,16138,20629,6393,,,
31-01-18,26374,woensdag,6.5,0,402,14905,57010,7292.24,18167,39222,11695,,,
01-02-18,27169,donderdag,3.4,150,258,16333,75713,6307.51,16482,1184971,293688,,,
02-02-18,27226,vrijdag,4.4,126,270,13565,56196,5908.56,15246,24915,8020,,,
03-02-18,886,zaterdag,2,18,132,7131,37982,4110.86,10781,24137,8041,,,
04-02-18,12240,zondag,1.7,216,0,10278,46186,4991.67,14053,24095,7957,,,
05-02-18,38601,maandag,1,102,0,17266,86296,7232.29,20160,1201351,292698,,,
06-02-18,25427,dinsdag,-2.1,438,0,15845,68539,7423.68,20073,23532,7829,,,
07-02-18,24667,woensdag,-2.2,510,0,16446,96888,8422.83,22157,32173,10672,,,
08-02-18,25068,donderdag,1,390,0,17881,112343,7841.71,21436,1177880,266835,,,
09-02-18,27692,vrijdag,0.6,126,30,17111,90456,8080.47,21213,27606,9449,Valentijnsdag,,
10-02-18,3077,zaterdag,2.9,222,12,10908,62689,7555.82,17880,25557,8722,Valentijnsdag,,
11-02-18,11181,zondag,4.5,120,186,20076,86734,11061.51,26201,1173187,246864,Valentijnsdag,,
12-02-18,46347,maandag,3,348,0,38802,135272,21665.22,47823,1180788,262398,Valentijnsdag,,
13-02-18,157963,dinsdag,2,522,0,46891,156867,33077.69,59153,23853,8343,Valentijnsdag,,
14-02-18,35442,woensdag,1.9,522,0,15442,117866,11905.78,26913,327204,179723,,Valentijnsdag,
15-02-18,25690,donderdag,4.3,126,228,12279,56550,5294.67,15674,64977,23828,,,
16-02-18,26305,vrijdag,3.2,522,0,11211,46889,5336.91,13653,27494,9505,,,
17-02-18,951,zaterdag,0.9,390,0,5413,32155,3633.02,9549,20409,6923,,,
18-02-18,11529,zondag,0.7,510,0,8341,36181,4264.49,11209,136279,31121,,,
19-02-18,36452,maandag,1.2,0,0,14229,75531,6486.99,15922,1080517,244507,,,
20-02-18,25836,dinsdag,0.8,72,0,13554,52701,6037.32,15326,23731,8196,,,
21-02-18,24646,woensdag,0.3,552,0,13169,47546,5917.72,14332,28653,9443,,,
22-02-18,24935,donderdag,0.2,534,0,12231,45678,5219.47,13098,24223,7613,,,
23-02-18,25861,vrijdag,-0.5,510,0,11569,40555,4632.75,11947,26434,8790,,,
24-02-18,2382,zaterdag,-0.4,558,0,5671,28180,3130.71,8022,25770,8592,,,
25-02-18,9546,zondag,-2.2,582,0,8602,32420,3597.59,9936,26290,8575,,,
26-02-18,40671,maandag,-3.3,426,0,17839,58145,5469.06,14338,1201065,296225,,,
27-02-18,29042,dinsdag,-3.6,522,0,15791,59461,5365.91,14270,33160,10426,,,
28-02-18,31623,woensdag,-6.6,438,0,16638,64139,5335.71,14116,27479,8858,,,
01-03-18,27794,donderdag,-4.7,324,0,13079,50425,5028.68,13054,25152,8001,,,
02-03-18,33689,vrijdag,-3.7,408,96,14992,54125,4473.61,12094,1207177,276157,,,
03-03-18,890,zaterdag,-1.7,108,0,7181,36144,3239.89,8630,25285,8671,,,
04-03-18,12729,zondag,5,300,150,11445,38142,3956.13,11125,26659,9070,,,
05-03-18,44726,maandag,6.6,546,0,13036,45176,6226.88,14377,26697,8304,,,
06-03-18,27258,dinsdag,5.6,174,0,14127,71703,6887.49,15354,1210436,280208,,,
07-03-18,26818,woensdag,5.9,204,240,13603,50394,6384.41,15369,51922,16264,,,
08-03-18,26437,donderdag,4.8,120,192,13136,57137,6051.13,14588,18493,5743,,,
09-03-18,28681,vrijdag,6.5,348,318,11346,45881,4713.1,12071,26585,9285,,,
10-03-18,2279,zaterdag,11.4,108,408,5118,30276,3232.01,7921,25915,8575,,,
11-03-18,8406,zondag,10.2,150,60,8165,34014,4030.2,10470,25176,8464,,,
12-03-18,40427,maandag,10.3,156,108,16794,59588,6107.66,14421,1197161,266579,,,
13-03-18,27621,dinsdag,5.6,0,456,13738,50889,6398.33,15176,23870,7388,,,
14-03-18,25625,woensdag,5.8,564,0,12959,46191,5908.47,14127,27903,8273,,,
15-03-18,26490,donderdag,7.3,240,186,12748,44484,5709.63,14038,25695,7455,,,
16-03-18,32216,vrijdag,3.8,0,36,15572,60855,5176.01,14008,1187379,261406,,,
17-03-18,957,zaterdag,-1.4,30,0,7080,42303,3995.71,10002,26602,8238,,,
18-03-18,12260,zondag,-1,294,0,10460,48955,4380.26,12723,27576,8392,,,
19-03-18,44225,maandag,-0.2,654,0,14805,87635,6489.75,15970,1212006,277385,,,
20-03-18,27520,dinsdag,3.8,630,0,13649,73862,6576.94,16029,32030,10182,,,
21-03-18,25088,woensdag,3.6,474,0,12559,56540,6027.07,14752,25046,7293,,,
22-03-18,26091,donderdag,6.4,174,264,12054,47736,5703,14350,24246,7150,,,
23-03-18,29180,vrijdag,6.2,6,0,12005,52769,5392.39,13638,26211,8262,,,
24-03-18,2452,zaterdag,6.5,282,0,5533,32395,3770.03,9029,22134,6782,,,
25-03-18,9778,zondag,5.4,492,0,8175,33687,4371.92,10811,25260,7804,,,
26-03-18,41503,maandag,4.7,234,78,16431,67658,7022.06,16282,1227639,257237,,,
27-03-18,27340,dinsdag,5.6,60,234,13588,51488,6930.1,16563,27921,8864,,,
28-03-18,28918,woensdag,5.9,0,648,15037,61472,5443.11,15141,1196525,221765,,,
29-03-18,27852,donderdag,6.5,348,66,12736,46957,5091.47,13781,21999,6185,,,
30-03-18,32007,vrijdag,9,336,294,11410,43157,4383.14,12313,29285,8903,,,Goede vrijdag
31-03-18,372,zaterdag,7.2,174,282,3982,25665,1562.49,5784,24344,7235,,,
01-04-18,2417,zondag,4.8,24,96,4519,23456,1776.6,5714,25042,7674,,,1e Paasdag
02-04-18,27442,maandag,7.7,60,336,8660,30986,3570.87,10131,26768,8402,,,2e Paasdag
03-04-18,26780,dinsdag,12.7,234,108,13609,59531,5409.18,13963,1228612,232262,,,
04-04-18,25612,woensdag,10.3,132,72,13143,53639,5454.29,13909,18447,5108,,,
05-04-18,25294,donderdag,5.9,294,90,12231,44346,5125.87,13065,21238,5715,,,
06-04-18,25761,vrijdag,8.8,714,0,10410,37912,3940.87,10564,26221,7862,,,
07-04-18,1867,zaterdag,13.9,600,0,4009,22341,2744.33,6342,25763,7619,,,
08-04-18,5284,zondag,15.2,576,0,6866,26543,3054.72,8376,24585,7349,,,
09-04-18,38734,maandag,12.6,138,0,18182,72186,5397.87,13755,1226472,251694,,,
10-04-18,27318,dinsdag,15.5,192,0,13943,56833,5120.14,13009,52173,15211,,,
11-04-18,24362,woensdag,12.7,132,42,13694,56385,5344.77,13355,18794,5394,,,
12-04-18,25177,donderdag,10.4,108,42,12653,45647,4790.26,12424,20768,6040,,,
13-04-18,31072,vrijdag,10,108,0,15182,51356,4299.87,11290,1228940,272484,,,
14-04-18,1352,zaterdag,11.5,282,96,6010,29069,3055.27,7599,24280,7388,,,
15-04-18,6358,zondag,12.7,96,306,10479,34341,3906.83,10405,23898,7277,,,
16-04-18,41567,maandag,11.4,630,12,12410,59807,5591.87,13516,1206751,231031,,,
17-04-18,23415,dinsdag,12.8,684,0,11068,42939,5069.21,12135,49259,13009,,,
18-04-18,21818,woensdag,16.3,768,0,10441,42697,5510.36,12420,18339,4917,,,
19-04-18,21901,donderdag,19.2,786,0,9748,44382,5634.94,12883,20633,5568,,,
20-04-18,22850,vrijdag,18.3,786,0,9279,32398,4146.91,9609,27347,7992,,,
21-04-18,1486,zaterdag,15.5,780,0,4257,22861,3125.09,6522,24894,7343,,,
22-04-18,5773,zondag,17.9,558,0,7270,27548,3925.11,9084,21296,5944,,,
23-04-18,44691,maandag,13.1,564,0,26138,72661,6824.5,15212,1225276,276420,,,
24-04-18,31301,dinsdag,12.9,30,18,12526,59168,6950.67,14845,26576,8128,,,
25-04-18,28928,woensdag,11.5,312,120,13131,58548,7181.64,15245,1218599,259728,,,
26-04-18,12148,donderdag,10.3,564,84,9401,38142,5297.72,11027,20478,5458,,,
27-04-18,17702,vrijdag,10.3,186,12,5214,24798,3710.17,7602,30505,9395,,,Koninginnedag/Koningsdag
28-04-18,3275,zaterdag,11.7,96,12,5182,27067,4182.96,8648,24843,7347,,,
29-04-18,7183,zondag,9.2,24,420,8214,33345,4974.28,11579,25572,7877,,,
30-04-18,44863,maandag,9.5,54,786,14690,58016,7201.53,16110,1200772,218337,,,
01-05-18,28024,dinsdag,7.9,486,498,12553,55188,7280.27,15160,26843,8303,,,
02-05-18,23180,woensdag,10.9,672,84,11291,51068,6797.9,14416,17566,4717,,,
03-05-18,22929,donderdag,10.4,828,0,12867,58899,6016.82,12927,1892262,313982,,,
04-05-18,21966,vrijdag,11.9,828,0,9906,43889,4989.98,11358,29380,8602,,,
05-05-18,2049,zaterdag,14.7,840,0,4796,29143,3780.41,7898,24502,6695,,,Bevrijdingsdag
06-05-18,5148,zondag,17.2,840,0,7489,31480,4347.02,10136,24311,6546,,,
07-05-18,32651,maandag,18,852,0,16107,92223,8902.82,17686,1201856,223651,Moederdag,,
08-05-18,26664,dinsdag,19.1,852,0,15473,79726,10103.25,19839,23107,5737,Moederdag,,
09-05-18,6349,woensdag,17.9,798,0,17040,90653,12459.12,21659,1554325,220086,Moederdag,,
10-05-18,32433,donderdag,12.1,354,144,18966,101134,16682.35,25691,19921,5030,Moederdag,,Hemelvaart
11-05-18,71233,vrijdag,12.3,756,0,24977,103540,21136.33,32838,1180091,192378,Moederdag,,
12-05-18,51628,zaterdag,17,408,0,19162,96024,24469.39,33205,1158869,205577,Moederdag,,
13-05-18,11340,zondag,13.1,0,276,10331,67983,11023.34,17757,172561,99396,,Moederdag,
14-05-18,39581,maandag,18.7,612,0,12421,48709,6823.99,14219,37829,11224,,,
15-05-18,23066,dinsdag,19.2,858,0,11440,44690,6242.89,13439,41718,14320,,,
16-05-18,25597,woensdag,15.3,282,18,13505,56003,6924.66,14684,1221223,290110,,,
17-05-18,23087,donderdag,11.4,702,0,11451,43656,6516.4,13647,18845,5991,,,
18-05-18,25465,vrijdag,10.9,288,0,10144,38483,5664.97,11932,20307,6462,,,
19-05-18,,zaterdag,11,6,0,3925,26700,1944.35,6434,18420,5800,,,
20-05-18,372,zondag,15.4,762,0,4219,19757,2057.17,6005,19766,6061,,,1e Pinksterdag
21-05-18,27264,maandag,19.2,690,0,8006,26353,2560.08,8370,21508,6832,,,2e Pinksterdag
22-05-18,25998,dinsdag,18.3,210,36,16191,56865,5673.97,13703,1222728,281890,,,
23-05-18,25769,woensdag,18.8,174,66,14390,48191,6927.47,14567,17476,5705,,,
24-05-18,25728,donderdag,18.3,186,42,13123,58452,6773.11,14253,15633,4815,,,
25-05-18,28803,vrijdag,20.6,630,0,14122,51221,5603.1,11813,1205367,276957,,,
26-05-18,2242,zaterdag,23,714,0,5590,28493,3573.23,7447,23961,7571,,,
27-05-18,6015,zondag,20.3,186,114,9213,31982,4495.71,10083,21777,7250,,,
28-05-18,38823,maandag,22.5,696,18,14423,71207,7521.26,14314,1220436,369195,,,
29-05-18,24663,dinsdag,22.1,480,192,12970,64164,7364.73,14110,18085,6592,,,
30-05-18,25331,woensdag,21.5,516,12,13063,57311,7827.26,14662,10263,3192,,,
31-05-18,26190,donderdag,20.2,462,54,13094,68261,7134.92,14712,9408,2457,,,
01-06-18,27492,vrijdag,17.6,72,90,11808,59145,6907.08,13910,13397,3612,,,
02-06-18,2180,zaterdag,17,6,90,5616,34955,5057.28,10104,14406,3780,,,
03-06-18,7162,zondag,19.3,276,0,7961,33745,5417.1,11064,14727,4116,,,
04-06-18,45547,maandag,18.2,294,0,22918,72656,8695.58,16752,916806,174510,,,
05-06-18,27879,dinsdag,16.7,474,0,12094,51247,8230.84,15768,9749,2329,,,
06-06-18,23629,woensdag,19.8,852,0,11800,44866,7404.89,14712,15826,4024,,,
07-06-18,25908,donderdag,22.4,876,0,14403,61026,6974.67,14466,1208733,232152,,,
08-06-18,27079,vrijdag,18.5,0,216,10888,45155,6735.04,13851,20755,5813,,,
09-06-18,2039,zaterdag,19.8,522,0,4054,20975,3185.64,7057,15106,4085,,,
10-06-18,6318,zondag,18.2,588,0,8666,35224,4779.91,11274,20685,5699,,,
11-06-18,26921,maandag,16.9,768,0,4250,34273,3037.25,6041,1196697,213691,,,
12-06-18,5672,dinsdag,14.8,36,0,5,592,1145.23,1025,4916,1520,Vaderdag,,
13-06-18,27331,woensdag,14.7,330,0,27942,107193,7979.13,14943,1189590,232539,Vaderdag,,
