,Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,TrafficTotal,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Ordered=Send
2295,14-Apr-16,Donderdag,"9,150",5252.0,2020.0,35659,,,,4176.98,8821,9186.0
2296,15-Apr-16,Vrijdag,"8,987",7760.0,2884.0,29017,,,,4006.61,8778,11131.0
2297,16-Apr-16,Zaterdag,"3,927",6210.0,2287.0,18129,,,,2546.8,5535,284.0
2298,17-Apr-16,Zondag,"7,065",77464.0,23112.0,32815,,,,3452.21,7594,1778.0
2299,18-Apr-16,Maandag,"14,736",1113731.0,288653.0,54329,,,,5013.48,11253,12775.0
2300,19-Apr-16,Dinsdag,"11,560",8486.0,3220.0,54507,,,,5266.12,11175,10462.0
2301,20-Apr-16,Woensdag,"11,216",13106.0,3859.0,44434,,,,5470.22,11608,9868.0
2302,21-Apr-16,Donderdag,"15,330",1160891.0,221511.0,45947,,,,4878.29,10847,12786.0
2303,22-Apr-16,Vrijdag,"8,488",7438.0,2643.0,34853,,,,4360.77,8684,9767.0
2304,23-Apr-16,Zaterdag,"4,004",7004.0,2345.0,21149,,,,3698.47,7080,272.0
2305,24-Apr-16,Zondag,"6,813",76982.0,18044.0,25025,,,,4980.29,9579,1796.0
2306,25-Apr-16,Maandag,"11,496",472228.0,121011.0,52615,,,,7378.48,13346,11453.0
2307,26-Apr-16,Dinsdag,"8,332",7064.0,2547.0,35897,,,,6425.53,11267,8050.0
2308,27-Apr-16,Woensdag,"6,595",6141.0,2266.0,31070,,,,4870.23,8481,57.0
2309,28-Apr-16,Donderdag,"14,575",6664.0,2488.0,52024,,,,6941.16,12846,10664.0
2310,29-Apr-16,Vrijdag,"15,722",7881.0,2790.0,48225,,,,7342.5,13231,11487.0
2311,30-Apr-16,Zaterdag,"12,093",5925.0,2186.0,39007,,,,5788.57,10520,323.0
2312,1-May-16,Zondag,"13,390",179414.0,38489.0,42952,,,,6785.15,12308,2183.0
2313,2-May-16,Maandag,"22,832",1316819.0,274596.0,74691,,,,8889.38,17739,11385.0
2314,3-May-16,Dinsdag,"23,814",11062.0,4027.0,70095,,,,9959.23,19410,11417.0
2315,4-May-16,Woensdag,"18,538",983197.0,91227.0,70914,,,,10506.9,18792,634.0
2316,5-May-16,Donderdag,"13,585",9231.0,3197.0,55191,,,,8502.98,14859,5958.0
2317,6-May-16,Vrijdag,"21,856",1165712.0,221185.0,79213,,,,16039.2,21768,21217.0
2318,7-May-16,Zaterdag,"14,173",1127420.0,212775.0,66667,,,,19596.33,22372,17232.0
2319,8-May-16,Zondag,"6,574",60007.0,37046.0,35670,,,,5796.44,10541,3695.0
2320,9-May-16,Maandag,"10,321",93150.0,26059.0,32282,,,,4468.36,9692,9739.0
2321,10-May-16,Dinsdag,"13,690",969557.0,220690.0,39762,,,,4374.62,10076,12320.0
2322,11-May-16,Woensdag,"11,162",8533.0,2892.0,29605,,,,4157.12,9487,11540.0
2323,12-May-16,Donderdag,"10,105",7774.0,2652.0,26150,,,,3720.08,8590,9572.0
2324,13-May-16,Vrijdag,"8,797",11175.0,3854.0,25055,,,,3229.26,7745,10574.0
2325,14-May-16,Zaterdag,"4,243",9326.0,3165.0,17627,,,,2512.89,5500,
2326,15-May-16,Zondag,"5,147",64599.0,10441.0,17580,,,,2582.77,5652,
2327,16-May-16,Maandag,"8,316",11549.0,4224.0,22170,,,,3490.12,7443,8874.0
2328,17-May-16,Dinsdag,"10,507",1107265.0,208525.0,45898,,,,4583.97,9400,10154.0
2329,18-May-16,Woensdag,"10,428",8087.0,2901.0,47488,,,,4751.72,9333,10959.0
2330,19-May-16,Donderdag,"9,680",7122.0,2343.0,42418,,,,4484.53,9167,10256.0
2331,20-May-16,Vrijdag,"9,008",11569.0,3888.0,31797,,,,4373.5,9248,11442.0
2332,21-May-16,Zaterdag,"3,949",11205.0,4033.0,22899,,,,2781.03,5532,384.0
2333,22-May-16,Zondag,"7,501",95648.0,14431.0,34893,,,,3701.62,7826,1918.0
2334,23-May-16,Maandag,"14,183",1069414.0,224955.0,44543,,,,5497.3,10856,12866.0
2335,24-May-16,Dinsdag,"10,941",8594.0,3357.0,31344,,,,4857.33,9793,10681.0
2336,25-May-16,Woensdag,"11,370",89161.0,22542.0,29702,,,,5014.72,10371,10901.0
2337,26-May-16,Donderdag,"13,265",1061589.0,191184.0,43462,,,,4325.16,9396,11295.0
2338,27-May-16,Vrijdag,"9,148",7382.0,2693.0,31216,,,,3690.94,7869,10743.0
2339,28-May-16,Zaterdag,"3,873",7897.0,2899.0,21115,,,,2318.6,5074,304.0
2340,29-May-16,Zondag,"7,504",7826.0,2978.0,26534,,,,3834.4,7651,1934.0
2341,30-May-16,Maandag,"11,584",10788.0,4106.0,39508,,,,5308.3,10764,12019.0
2342,31-May-16,Dinsdag,"10,675",158306.0,38868.0,42479,,,,4965.32,10136,10540.0
2343,1-Jun-16,Woensdag,"10,682",7947.0,2776.0,35992,,,,5175.58,10147,11649.0
2344,2-Jun-16,Donderdag,"10,981",997956.0,177420.0,49734,,,,4685.06,9296,10715.0
2345,3-Jun-16,Vrijdag,"8,843",9789.0,3454.0,27578,,,,3983.77,8233,11166.0
2346,4-Jun-16,Zaterdag,"3,481",6738.0,2263.0,15125,,,,2223.95,4785,297.0
2347,5-Jun-16,Zondag,"6,055",90167.0,23668.0,18189,,,,2836.3,5957,1689.0
2348,6-Jun-16,Maandag,"12,092",1008024.0,195602.0,47707,,,,4830.58,9620,11890.0
2349,7-Jun-16,Dinsdag,"11,019",197091.0,53669.0,42029,,,,4759.11,9395,11073.0
2350,8-Jun-16,Woensdag,"10,994",6305.0,2187.0,31616,,,,4572.49,9972,11768.0
2351,9-Jun-16,Donderdag,"10,134",9172.0,3146.0,28829,,,,4115.8,10052,10612.0
2352,10-Jun-16,Vrijdag,"9,164",13992.0,5202.0,38128,,,,4564.55,10079,11366.0
2353,11-Jun-16,Zaterdag,"4,792",10643.0,3954.0,23847,,,,3570.97,7767,398.0
2354,12-Jun-16,Zondag,"8,325",79732.0,21994.0,27818,,,,5049.17,10724,1780.0
2355,13-Jun-16,Maandag,"13,227",1034068.0,197204.0,52047,,,,7327.28,14880,11563.0
2356,14-Jun-16,Dinsdag,"12,478",14754.0,5681.0,51639,,,,7614.64,15094,11498.0
2357,15-Jun-16,Woensdag,"13,855",9906.0,3748.0,52315,,,,7884.23,16160,12438.0
2358,16-Jun-16,Donderdag,"21,071",1112171.0,227344.0,78129,,,,10831.49,22297,20217.0
2359,17-Jun-16,Vrijdag,"17,607",80968.0,20042.0,56694,,,,9600.77,19736,21317.0
2360,18-Jun-16,Zaterdag,"9,543",1039956.0,172474.0,43134,,,,7488.29,15977,7106.0
2361,19-Jun-16,Zondag,"7,307",36185.0,20759.0,28149,,,,4058.69,9575,2578.0
2362,20-Jun-16,Maandag,"12,740",119556.0,36666.0,36110,,,,6301.79,12699,13567.0
2363,21-Jun-16,Dinsdag,"11,695",1004426.0,235827.0,38754,,,,4958.91,10725,11316.0
2364,22-Jun-16,Woensdag,"9,972",6346.0,2085.0,28212,,,,4731.46,9955,10768.0
2365,23-Jun-16,Donderdag,"9,283",7821.0,2566.0,37607,,,,4115.29,8593,8976.0
2366,24-Jun-16,Vrijdag,"8,564",10532.0,3542.0,25399,,,,3941.98,7693,10791.0
2367,25-Jun-16,Zaterdag,"4,182",4860.0,1791.0,19720,,,,3124.35,5682,379.0
2368,26-Jun-16,Zondag,"7,044",91020.0,21670.0,23433,,,,3858.89,7489,2118.0
2369,27-Jun-16,Maandag,"11,527",1018001.0,188840.0,43230,,,,6010.06,11740,12225.0
2370,28-Jun-16,Dinsdag,"10,989",9326.0,3459.0,35913,,,,5290.02,10489,10957.0
2371,29-Jun-16,Woensdag,"11,259",6619.0,2314.0,36426,,,,5411.93,12125,11705.0
2372,30-Jun-16,Donderdag,"11,203",26830.0,7144.0,37707,,,,5172.94,11843,12345.0
2373,1-Jul-16,Vrijdag,"10,434",8067.0,2705.0,38894,,,,4696.7,11024,13574.0
2374,2-Jul-16,Zaterdag,"4,478",9316.0,3221.0,29235,,,,3237.42,7631,376.0
2375,3-Jul-16,Zondag,"7,136",8430.0,3114.0,25022,,,,4034.55,8869,1877.0
2376,4-Jul-16,Maandag,"10,911",215087.0,58375.0,31339,,,,5432.35,10643,10668.0
2377,5-Jul-16,Dinsdag,"11,517",889439.0,173362.0,55268,,,,6481.24,11702,11795.0
2378,6-Jul-16,Woensdag,"10,299",7538.0,2625.0,30559,,,,5772.51,10719,10335.0
2379,7-Jul-16,Donderdag,"9,621",7401.0,2575.0,33662,,,,5516.2,9532,10046.0
2380,8-Jul-16,Vrijdag,"9,053",122947.0,33799.0,27862,,,,5130.64,9046,11110.0
2381,9-Jul-16,Zaterdag,"3,990",10369.0,3942.0,18073,,,,3370.68,5698,297.0
2382,10-Jul-16,Zondag,"6,054",9874.0,3778.0,21412,,,,3908.5,6541,1717.0
2383,11-Jul-16,Maandag,"12,315",956994.0,227844.0,42122,,,,6133.93,10472,11865.0
2384,12-Jul-16,Dinsdag,"10,960",11011.0,4319.0,34718,,,,5796.85,10127,10554.0
2385,13-Jul-16,Woensdag,"10,569",5179.0,1743.0,37425,,,,5560.03,9795,10475.0
2386,14-Jul-16,Donderdag,"9,534",31082.0,14730.0,39312,,,,4934.27,9084,10021.0
2387,15-Jul-16,Vrijdag,"7,908",11181.0,4028.0,30439,,,,3408.05,6879,9486.0
2388,16-Jul-16,Zaterdag,"4,093",4074.0,1691.0,19812,,,,2288.13,4525,251.0
2389,17-Jul-16,Zondag,"5,812",9342.0,3546.0,18796,,,,2713.11,5468,1579.0
2390,18-Jul-16,Maandag,"10,312",1067566.0,190332.0,38283,,,,3546.74,7262,9776.0
2391,19-Jul-16,Dinsdag,"8,480",11447.0,4211.0,34918,,,,3090.68,6445,8666.0
2392,20-Jul-16,Woensdag,"8,517",5271.0,1655.0,23574,,,,3033.57,6450,8219.0
2393,21-Jul-16,Donderdag,"11,146",1062682.0,186703.0,30332,,,,2950.46,6855,10682.0
2394,22-Jul-16,Vrijdag,"7,646",11449.0,4205.0,21119,,,,3021.63,6143,9265.0
2395,23-Jul-16,Zaterdag,"3,989",8854.0,3324.0,15449,,,,1812.44,4245,282.0
2396,24-Jul-16,Zondag,"5,477",114168.0,21576.0,16056,,,,2241.37,5092,1428.0
2397,25-Jul-16,Maandag,"10,058",957485.0,188615.0,36613,,,,3734.51,8012,9928.0
2398,26-Jul-16,Dinsdag,"9,032",13660.0,4951.0,33561,,,,3593.53,7808,8945.0
2399,27-Jul-16,Woensdag,"9,353",8226.0,2509.0,31433,,,,3885.68,8175,9446.0
2400,28-Jul-16,Donderdag,"8,786",7825.0,2598.0,39296,,,,3681.25,7894,8508.0
2401,29-Jul-16,Vrijdag,"8,324",9759.0,3444.0,31444,,,,3332.03,7267,9088.0
2402,30-Jul-16,Zaterdag,"4,389",14860.0,5623.0,19670,,,,2014.3,4645,261.0
2403,31-Jul-16,Zondag,"6,498",99822.0,25430.0,32710,,,,2574.84,5958,1358.0
2404,1-Aug-16,Maandag,"12,036",973587.0,176340.0,46328,,,,3776.26,8314,11583.0
2405,2-Aug-16,Dinsdag,"10,188",12501.0,4717.0,33625,,,,4053.21,8573,10608.0
2406,3-Aug-16,Woensdag,"9,862",17445.0,6374.0,30869,,,,3815.12,8346,10016.0
2407,4-Aug-16,Donderdag,"14,267",1052311.0,204112.0,39433,,,,3575.43,8257,11559.0
2408,5-Aug-16,Vrijdag,"7,348",11639.0,4133.0,22894,,,,2991.98,6468,8521.0
2409,6-Aug-16,Zaterdag,"3,599",8215.0,3002.0,14365,,,,1765.06,3858,252.0
2410,7-Aug-16,Zondag,"5,372",80542.0,17846.0,17080,,,,2430.2,5165,1262.0
2411,8-Aug-16,Maandag,"9,360",1248958.0,215070.0,32352,,,,3492.13,7748,9174.0
2412,9-Aug-16,Dinsdag,"8,279",9788.0,3541.0,26398,,,,3228.81,7222,8563.0
2413,10-Aug-16,Woensdag,"8,376",14491.0,4670.0,23376,,,,3161.62,7254,8396.0
2414,11-Aug-16,Donderdag,"8,793",9937.0,3430.0,24793,,,,3596.46,7610,8790.0
2415,12-Aug-16,Vrijdag,"7,556",8950.0,3119.0,33619,,,,3287.89,6619,9416.0
2416,13-Aug-16,Zaterdag,"3,816",11676.0,3879.0,17920,,,,2104.91,4451,305.0
2417,14-Aug-16,Zondag,"5,452",119582.0,26898.0,25558,,,,2622.35,5331,1770.0
2418,15-Aug-16,Maandag,"10,136",936347.0,165713.0,34103,,,,4843.88,8837,9892.0
2419,16-Aug-16,Dinsdag,"8,780",10876.0,3539.0,26696,,,,4492.51,8226,8823.0
2420,17-Aug-16,Woensdag,"8,513",23311.0,6849.0,27135,,,,4211.05,8141,8882.0
2421,18-Aug-16,Donderdag,"8,581",12410.0,4070.0,36496,,,,4513.08,8249,8890.0
2422,19-Aug-16,Vrijdag,"8,564",13866.0,4869.0,29324,,,,4728.14,8555,10756.0
2423,20-Aug-16,Zaterdag,"4,280",12053.0,4067.0,20461,,,,3246.7,5585,366.0
2424,21-Aug-16,Zondag,"7,744",196695.0,38720.0,29220,,,,4591.99,8651,2327.0
2425,22-Aug-16,Maandag,"12,014",1093252.0,231860.0,47405,,,,6227.58,11081,12497.0
2426,23-Aug-16,Dinsdag,"9,141",9357.0,3173.0,32513,,,,4975.94,8913,9833.0
2427,24-Aug-16,Woensdag,"9,166",15310.0,5100.0,34031,,,,4723.3,8499,9585.0
2428,25-Aug-16,Donderdag,"9,007",12196.0,3848.0,30399,,,,4114.57,8000,9884.0
2429,26-Aug-16,Vrijdag,"8,760",14534.0,4884.0,23954,,,,3647.2,7509,10764.0
2430,27-Aug-16,Zaterdag,"4,003",13032.0,4351.0,15386,,,,2443.78,4499,448.0
2431,28-Aug-16,Zondag,"7,359",92474.0,21427.0,21579,,,,3427.12,6816,2407.0
2432,29-Aug-16,Maandag,"12,797",1186486.0,211157.0,46869,,,,6118.24,10617,12955.0
2433,30-Aug-16,Dinsdag,"10,072",10464.0,3718.0,30791,,,,4590.94,8633,10122.0
2434,31-Aug-16,Woensdag,"10,562",124959.0,32292.0,29072,,,,3982.79,8523,11573.0
2435,1-Sep-16,Donderdag,"10,463",12171.0,4017.0,26897,,,,3978.93,8639,10941.0
2436,2-Sep-16,Vrijdag,"9,057",14703.0,5120.0,23602,,,,3567.12,7533,11204.0
2437,3-Sep-16,Zaterdag,"3,899",13986.0,4812.0,14414,,,,1936.62,4360,365.0
2438,4-Sep-16,Zondag,"7,572",94553.0,23358.0,21419,,,,2827.5,6734,1792.0
2439,5-Sep-16,Maandag,"14,705",1215077.0,232996.0,40966,,,,3592.05,9385,12802.0
2440,6-Sep-16,Dinsdag,"11,507",10609.0,3727.0,46395,,,,3343.26,8645,10816.0
2441,7-Sep-16,Woensdag,"9,466",14669.0,5048.0,32220,,,,3122.97,9187,8477.0
2442,8-Sep-16,Donderdag,"10,087",16167.0,5357.0,33697,,,,3097.63,8324,9704.0
2443,9-Sep-16,Vrijdag,"13,421",1283732.0,268332.0,41445,,,,2801.95,7577,14086.0
